1,766,Failed to synchronize license information with Licensing Server. Please see HTTP:// help.mySonic WALL.com/ licsyncfail.ht ml (code: )
1,234,Failed to synchronize Relay IP Table
1,834,Failed to write DHCP leases to flash
1,49,Failure to add data channel
1,675,Failure to reach Interface  probe
1,576,Fan Failure
1,902,FIN Flood Blacklist on IF  continues
1,901,FIN-Flooding machine  blacklisted
1,248,Forbidden E- Mail attachment deleted
1,165,Forbidden E- Mail attachment disabled
1,546,Found Rogue Access Point
1,556,Found Rogue Access Point
1,28,Fragmented packet dropped
1,193,Fraudulent Microsoft certificate found- access denied
1,1115,FTP client user logged in failed
1,1114,FTP client user logged in successfully
1,1116,FTP client user logged out
1,1113,FTP client user name was sent
1,1112,FTP server accepted the connection
1,538,FTP: Data connection from non default port dropped
1,528,FTP: PASV response bounce attack dropped.
1,446,FTP: PASV response spoof attack dropped
1,527,FTP: PORT bounce attack dropped.
1,809,Gateway Anti-Virus Alert: 
1,810,Gateway Anti-Virus Service expired
1,529,Global VPN Client connection is not allowed. Appliance is not registered.
1,494,Global VPN Client License Exceeded: Connection denied.
1,604,Global VPN Client version cannot enforce personal firewall. Minimum Version required is 2.1
1,107,Got DHCP OFFER. Selecting.
1,762,GSC policy out-of-date on host
1,558,Guest account  created
1,559,Guest account  deleted
1,560,Guest account  disabled
1,562,Guest account  pruned
1,561,Guest account  re-enabled
1,563,Guest account  re-generated
1,551,Guest Account Timeout
1,564,Guest Idle Timeout
1,557,Guest login denied. Guest  is already logged in. Please try again later.
1,724,Guest Services drop traffic to deny network
1,725,Guest Services pass traffic to access allow network
1,550,Guest Session Timeout
1,998,GUI administratio n session ended
1,634,H.323/H.225 Connect
1,633,H.323/H.225 Setup
1,635,H.323/H.245 Address
1,636,H.323/H.245 End Session
1,625,H.323/RAS Admission Confirm
1,624,H.323/RAS Admission Reject
1,626,H.323/RAS Admission Request
1,627,H.323/RAS Bandwidth Reject
1,628,H.323/RAS Disengage Confirm
1,641,H.323/RAS Disengage Reject
1,629,H.323/RAS Gatekeeper Reject
1,630,H.323/RAS Location Confirm
1,631,H.323/RAS Location Reject
1,632,H.323/RAS Registration Reject
1,640,H.323/RAS Unknown Message Response
1,642,H.323/RAS Unregistratio n Reject
1,162,HA packet processing error
1,668,HA Peer Firewall Rebooted
1,157,HA Peer Firewall Synchronized
1,743,Hardware Failover settings were not upgraded.
1,587,Header verification failed
1,163,Heartbeat received from incompatible source
1,340,HTTP management port has changed
1,882,HTTP method detected- examining stream for host header
1,341,HTTPS management port has changed
1,886,ICMP checksum error- packet dropped
1,597,ICMP packet allowed
1,38,ICMP packet dropped due to policy
1,523,ICMP packet dropped no match
1,598,ICMP packet from LAN allowed
1,175,ICMP packet from LAN dropped
1,540,If not already enabled enabling NTP is recommende d
1,683,IGMP packet dropped wrong checksum received on interface 
1,682,IGMP Leave group message Received on interface 
1,686,IGMP packet dropped decoding error
1,687,IGMP Packet Not handled. Packet type : 
1,701,IGMP querier Router detected on interface 
1,702,IGMP querier Router detected on VPN tunnel  SPI 
1,692,IGMP state table entry time outdeleting interface :  for multicast address : 
1,693,IGMP state table entry time outdeleting VPN SPI : for Multicast address : 
1,676,IGMP V2 client joined multicast Group : 
1,679,IGMP V2 Membership report received from interface 
1,677,IGMP V3 client joined multicast Group : 
1,678,IGMP V3 Membership report received from interface 
1,688,IGMP V3 packet dropped unsupported Record type : 
1,689,IGMP V3 record type :  not Handled
1,544,IKE Initiator drop: VPN tunnel end point does not match configured VPN Policy Bound to scope
1,372,IKE Initiator: Accepting IPsec proposal (Phase 2)
1,445,IKE Initiator: Accepting peer lifetime. (Phase 1)
1,354,IKE Initiator: Aggressive Mode complete (Phase 1).
1,937,IKE Initiator: IKE proposal does not match (Phase 1)
1,353,IKE Initiator: Main Mode complete (Phase 1)
1,933,IKE Initiator: Proposed IKE ID mismatch
1,930,IKE Initiator: Remote party timeout - Retransmittin g IKE request.
1,358,IKE Initiator: Start Aggressive Mode negotiation (Phase 1)
1,351,IKE Initiator: Start Main Mode negotiation (Phase 1)
1,346,IKE Initiator: Start Quick Mode (Phase 2).
1,543,IKE Initiator: Using secondary gateway to negotiate
1,403,IKE negotiation aborted due to timeout
1,89,IKE negotiation complete. Adding IPsec SA. (Phase 2)
1,545,IKE Responder drop: VPN tunnel end point does not match configured VPN Policy Bound to scope
1,660,IKE Responder:  policy does not allow static IP for Virtual Adapter.
1,87,IKE Responder: Accepting IPsec proposal (Phase 2)
1,373,IKE Responder: Aggressive Mode complete (Phase 1)
1,920,IKE Responder: AH authenticatio n algorithm does not match
1,923,IKE Responder: AH authenticatio n key length does not match
1,926,IKE Responder: AH authenticatio n key rounds does not match
1,258,IKE Responder: AH Perfect Forward Secrecy mismatch
1,260,IKE Responder: Algorithms and/or keys do not match
1,965,IKE Responder: Client Policy has no VPN Access Networks assigned. Check Configuration .
1,516,IKE Responder: Default LAN gateway is not set but peer is proposing to use this SA as a default route
1,253,IKE Responder: Default LAN gateway is set but peer is not proposing to use this SA as a default route
1,922,IKE Responder: ESP authenticatio n algorithm does not match
1,925,IKE Responder: ESP authenticatio n key length does not match
1,928,IKE Responder: ESP authenticatio n key rounds does not match
1,921,IKE Responder: ESP encryption algorithm does not match
1,924,IKE Responder: ESP encryption key length does not match
1,927,IKE Responder: ESP encryption key rounds does not match
1,259,IKE Responder: ESP Perfect Forward Secrecy mismatch
1,1036,IKE Responder: IKE Phase 1 exchange does not match
1,402,IKE Responder: IKE proposal does not match (Phase 1)
1,659,IKE Responder: IP Address already exists in the DHCP relay table. Client traffic not allowed.
1,929,IKE Responder: IP Compression algorithm does not match
1,88,IKE Responder: IPsec proposal does not match (Phase 2)
1,932,IKE Responder: IPsec protocol mismatch
1,357,IKE Responder: Main Mode complete (Phase 1)
1,342,IKE Responder: Mode %d - not transport mode. Xauth is required but not supported by peer.
1,249,IKE Responder: Mode %d - not tunnel mode
1,252,IKE Responder: No match for proposed remote network address
1,250,IKE Responder: No matching Phase 1 ID found for proposed remote network
1,935,IKE Responder: Peers destination network does not match VPN policys <b>Local Network</b>
1,934,IKE Responder: Peers local network does not match VPN policys <b>Destinati on Network</ b>
1,913,IKE Responder: Phase 1 Authenticatio n Method does not match
1,919,IKE Responder: Phase 1 DH Group does not match
1,914,IKE Responder: Phase 1 encryption algorithm does not match
1,915,IKE Responder: Phase 1 encryption algorithm keylength does not match
1,916,IKE Responder: Phase 1 hash algorithm does not match
1,917,IKE Responder: Phase 1 XAUTH required but policy has no user name
1,918,IKE Responder: Phase 1 XAUTH required but policy has no user password
1,658,IKE Responder: Proposed IKE ID mismatch
1,418,IKE Responder: Proposed local network is 0.0.0.0 but SA has no LAN Default Gateway
1,251,IKE Responder: Proposed remote network is 0.0.0.0 but not DHCP relay nor default route
1,356,IKE Responder: Received Aggressive Mode request (Phase 1)
1,355,IKE Responder: Received Main Mode request (Phase 1)
1,352,IKE Responder: Received Quick Mode Request (Phase 2)
1,931,IKE Responder: Remote party timeout - Retransmittin g IKE request.
1,936,IKE Responder: Route table overrides VPN policy
1,255,IKE Responder: Tunnel terminates inside firewall but proposed local network is not inside firewall
1,256,IKE Responder: Tunnel terminates on DMZ but proposed local network is on LAN
1,257,IKE Responder: Tunnel terminates on LAN but proposed local network is on DMZ
1,254,IKE Responder: Tunnel terminates outside firewall but proposed local network is not NAT public address
1,345,IKE Responder: Tunnel terminates outside firewall but proposed remote network is not NAT public address
1,350,IKE SA lifetime expired.
1,943,IKEv2 Accept IKE SA Proposal
1,944,IKEv2 Accept IPsec SA Proposal
1,942,IKEv2 Authenticatio n successful
1,960,IKEv2 Decrypt packet failed
1,979,IKEv2 Function sendto() failed to transmit packet.
1,970,IKEv2 IKE attribute not found
1,981,IKEv2 IKE proposal does not match
1,954,IKEv2 Initiator: Negotiations failed. Extra payloads present.
1,956,IKEv2 Initiator: Negotiations failed. Invalid input state.
1,957,IKEv2 Initiator: Negotiations failed. Invalid output state.
1,955,IKEv2 Initiator: Negotiations failed. Missing required payloads.
1,980,IKEv2 Initiator: Proposed IKE ID mismatch
1,975,IKEv2 Initiator: Received CREATE_CH ILD_SA response
1,974,IKEv2 Initiator: Received IKE_AUTH response
1,973,IKEv2 Initiator: Received IKE_SA_INT response
1,972,IKEv2 Initiator: Remote party timeout - Retransmittin g IKEv2 request.
1,945,IKEv2 Initiator: Send CREATE_CH ILD_SA request
1,940,IKEv2 Initiator: Send IKE_AUTH request
1,938,IKEv2 Initiator: Send IKE_SA_INIT request
1,966,IKEv2 Invalid SPI size
1,964,IKEv2 Invalid state
1,969,IKEv2 IPsec attribute not found
1,968,IKEv2 IPsec proposal does not match
1,985,IKEv2 NAT device detected between negotiating peers
1,978,IKEv2 negotiation complete
1,984,IKEv2 No NAT device detected between negotiating peers
1,961,IKEv2 Out of memory
1,953,IKEv2 Payload processing error
1,958,IKEv2 Payload validation failed.
1,971,IKEv2 Peer is not responding. Negotiation aborted.
1,963,IKEv2 Process Message queue failed
1,948,IKEv2 Received delete IKE SA request
1,1015,IKEv2 Received delete IKE SA response
1,950,IKEv2 Received delete IPsec SA request
1,1016,IKEv2 Received delete IPsec SA response
1,983,IKEv2 Received notify error payload
1,982,IKEv2 Received notify status payload
1,951,IKEv2 Responder: Peers destination network does not match VPN policys <b>Local Network</b>
1,952,IKEv2 Responder: Peers local network does not match VPN policys <b>Destinati on Network</ b>
1,962,IKEv2 Responder: Policy for remote IKE ID not found
1,946,IKEv2 Responder: Received CREATE_CH ILD_SA request
1,941,IKEv2 Responder: Received IKE_AUTH request
1,939,IKEv2 Responder: Received IKE_SA_INIT request
1,1012,IKEv2 Responder: Send CREATE_CH ILD_SA response
1,977,IKEv2 Responder: Send IKE_AUTH response
1,976,IKEv2 Responder: Send IKE_SA_INIT response
1,947,IKEv2 Send delete IKE SA request
1,1013,IKEv2 Send delete IKE SA response
1,949,IKEv2 Send delete IPsec SA request
1,1014,IKEv2 Send delete IPsec SA response
1,959,IKEv2 Unable to find IKE SA
1,967,IKEv2 VPN Policy not found
1,65,Illegal IPsec SPI
1,155,Imported HA hardware ID did not match this firewall
1,348,Imported VPN SA is invalid - disabled
1,1092,Inbound connection from GRID- listed SMTP server dropped
1,798,Inbound connection from RBL- listed SMTP server dropped
1,817,Incoming call received for Remotely Triggered Dial-out session
1,69,Incompatible IPsec Security Association
1,819,Incorrect authenticatio n received for Remotely Triggered Dial-out
1,80,Ini Killer attack dropped
1,566,Interface  Link Is Down
1,565,Interface  Link Is Up
1,568,Interface IP Assignment : Binding and initializing 
1,567,Interface IP Assignment changed: Shutting down 
1,805,Interface statistics report
1,532,Internet Access restricted to authorized users. Dropped packet received in the clear.
1,1070,Invalid DNS Server will not be accepted by the dynamic client
1,704,Invalid Product Code Upgrade request received: 
1,836,Invalid VLAN packet dropped
1,847,IP address conflict detected from ethernet address 
1,883,IP Header checksum error- packet dropped
1,229,IP spoof detected on packet to Central Gateway packet dropped
1,23,IP spoof dropped
1,590,IP type  packet dropped
1,651,IPcomp connection interrupt
1,652,IPcomp packet dropped
1,653,IPcomp packet dropped- waiting for pending IPcomp connection
1,608,IPS Detection Alert: 
1,789,IPS Detection Alert: 
1,609,IPS Prevention Alert: 
1,790,IPS Prevention Alert: 
1,534,IPsec (AH) packet dropped
1,536,IPsec (AH) packet dropped- waiting for pending IPsec connection
1,533,IPsec (ESP) packet dropped
1,535,IPsec (ESP) packet dropped- waiting for pending IPsec connection
1,67,IPsec Authenticatio n Failed
1,43,IPsec connection interrupt
1,68,IPsec Decryption Failed
1,40,IPsec packet dropped
1,42,IPsec packet dropped- waiting for pending IPsec connection
1,247,IPsec packet from an illegal host
1,70,IPsec packet from or to an illegal host
1,180,IPsec Replay Detected
1,349,IPsec SA lifetime expired.
1,427,IPsecTunnel status changed
1,493,ISDN Driver Firmware successfully updated
1,278,Issuer match failed
1,19,Java access denied
1,216,L2TP Connect Initiated by the User
1,214,L2TP Disconnect Initiated by the User
1,500,L2TP enabled but not ready
1,209,L2TP LCP Down
1,213,L2TP LCP Up
1,203,L2TP Max Retransmissi on Exceeded
1,212,L2TP PPP Authenticatio n Failed
1,211,L2TP PPP Down
1,217,L2TP PPP link down
1,208,L2TP PPP Negotiation Started
1,210,L2TP PPP Session Up
1,343,L2TP Server : Access from L2TP VPN Client Privilege not enabled for RADIUS Users.
1,337,L2TP Server : Deleting the L2TP active Session
1,336,L2TP Server : Deleting the Tunnel
1,310,L2TP Server : L2TP PPP Session Established.
1,309,L2TP Server : L2TP Session Established.
1,308,L2TP Server : L2TP Tunnel Established.
1,338,L2TP Server : Retransmissi on Timeout Deleting the Tunnel
1,344,L2TP Server : User Name authenticatio n Failure locally.
1,320,L2TP Server: Keep alive Failure. Closing Tunnel
1,317,L2TP Server: L2TP Remote terminated the PPP session
1,316,L2TP Server: L2TP Session Disconnect from the Remote.
1,315,L2TP Server: L2TP Tunnel Disconnect from the Remote.
1,312,L2TP Server: Local Authenticatio n Failure
1,318,L2TP Server: Local Authenticatio n Success.
1,314,L2TP Server: No IP address available in the Local IP Pool
1,319,L2TP Server: RADIUS/ LDAP Authenticatio n Success
1,311,L2TP Server: RADIUS/ LDAP reports Authenticatio n Failure
1,313,L2TP Server: RADIUS/ LDAP server not assigned IP address
1,334,L2TP Server: Call Disconnect from Remote.
1,335,L2TP Server: Tunnel Disconnect from Remote.
1,207,L2TP Session Disconnect from Remote
1,206,L2TP Session Established
1,202,L2TP Session Negotiation Started
1,205,L2TP Tunnel Disconnect from Remote
1,204,L2TP Tunnel Established
1,1074,L2TP Tunnel Negotiation 
1,201,L2TP Tunnel Negotiation Started
1,741,LAN Subnet configuration s were not upgraded.
1,27,Land attack dropped
1,758,LDAP server does not allow CHAP
1,1011,LDAP using non- administrativ e account - VPN client user will not be able to change passwords
1,58,License exceeded: Connection dropped because too many IP addresses are in use on your LAN
1,670,License of HA pair doesnt match: 
1,85,local range:
1,438,Locked-out user logins allowed - lockout period expired
1,439,Locked-out user logins allowed by administrator
1,0,Log (part
1,5,Log Cleared
1,142,Log Debug
1,2,Log file from SonicWALL
1,7,Log full- deactivating SonicWALL
1,6,Log successfully sent via email
1,34,Login screen timed out
1,814,MAC address collides with Static ARP Entry with Bound MAC address- packet dropped
1,903,Machine  removed from FIN flood blacklist
1,900,Machine  removed from RST flood blacklist
1,865,Machine  removed from SYN flood blacklist
1,522,Malformed or unhandled IP packet dropped
1,654,Maximum events per second threshold exceeded
1,541,Maximum number of Bandwidth Managed rules exceeded upon upgrade to this version. Some Bandwith settings ignored.
1,591,Maximum sequential failed dial attempts (10) to a single dial-up number: 
1,655,Maximum syslog data per second threshold exceeded
1,1108,Message blocked by Real-Time Email Scanner
1,189,MTU:
1,696,Multicast application  not supported
1,685,Multicast packet dropped Invalid src IP received on interface : 
1,684,Multicast packet dropped wrong MAC address received on interface : 
1,691,Multicast TCP packet dropped
1,690,Multicast UDP packet dropped no state entry
1,695,Multicast UDP packet dropped RTCP stateful failed
1,694,Multicast UDP packet dropped RTP stateful failed
1,1068,Multiple DHCP Servers are detected on network
1,44,NAT could not remap incoming packet
1,266,NAT device may not support IPsec AH passthrough
1,241,NAT Discovery : No NAT/ NAPT device detected between IPsec Security gateways
1,240,NAT Discovery : Local IPsec Security Gateway behind a NAT/NAPT Device
1,239,NAT Discovery : Peer IPsec Security Gateway behind a NAT/NAPT Device
1,242,NAT Discovery : Peer IPsec Security Gateway doesnt support VPN NAT Traversal
1,339,NAT translated packet exceeds size limit packet dropped
1,74,Net Spy attack dropped
1,740,NetBIOS settings were not upgraded. Use Network>IP Helper to configure NetBIOS support
1,72,NetBus attack dropped
1,569,Network for interface  overlaps with another interface.
1,531,Network Modem Mode Disabled: re- enabling NAT
1,530,Network Modem Mode Enabled: turning off NAT
1,1104,Network Monitor Policy  Added
1,1105,Network Monitor Policy  Deleted
1,1106,Network Monitor Policy  Modified
1,706,Network Monitor: Host  is offline
1,707,Network Monitor: Host  is online
1,1103,Network Monitor: Host  status is UNKNOWN
1,1101,Network Monitor: Policy  status is DOWN
1,1102,Network Monitor: Policy  status is UNKNOWN
1,1100,Network Monitor: Policy  status is UP
1,198,New firmware available.
1,8,New URL List loaded
1,17,Newsgroup access allowed
1,15,Newsgroup access denied
1,280,No Certificate for
1,52,No HOST tag found in HTTP request
1,47,No ICMP redirect sent
1,9,No new URL List available
1,169,No response from ISP Disconnectin g PPPoE.
1,431,No response from PPTP server to call requests
1,430,No response from PPTP server to control connection requests
1,429,No response from server to Echo Requests disconnecting PPTP Tunnel
1,1094,No valid DNS server specified for GRID lookups
1,800,No valid DNS server specified for RBL lookups
1,997,Non-config mode GUI administratio n session started
1,612,Not all configuration s may have been completely upgraded
1,272,Not enough memory to hold the CRL
1,233,Obtained Relay IP Table from Remote Gateway
1,853,OCSP Failed to Resolve Domain Name.
1,854,OCSP Internal error handling received response.
1,851,OCSP received response error.
1,850,OCSP received response.
1,852,OCSP Resolved Domain Name.
1,849,OCSP send request message failed.
1,848,OCSP sending request.
1,855,OCSP unused/spare
1,1091,Outbound connection to GRID-listed SMTP server dropped
1,797,Outbound connection to RBL-listed SMTP server dropped
1,48,Out-of-order command packet dropped
1,705,Overriding Product Code Upgrade to: 
1,648,Packet destination not in VPN Access list
1,910,Packet Dropped - IP TTL expired
1,488,Packet dropped by guest check
1,732,Packet dropped by WLAN SSL- VPN enforcement check
1,495,Packet dropped by WLAN VPN traversal check
1,739,Packet dropped. No firewall rule associated with VPN policy.
1,647,Packet dropped- connection limit for this destination IP address has been reached
1,646,Packet dropped- connection limit for this source IP address has been reached
1,616,Payload processing failed
1,1054,PC Card inserted. Rebooting.
1,1053,PC Card removed. Rebooting.
1,1056,PC Card: No device detected
1,1057,Peer firewall rebooting ()
1,1042,Physical environment normal
1,22,Ping of death dropped
1,417,PKI Error:
1,447,PKI Failure
1,453,PKI Failure: CA certificates store exceeded. Cannot verify this Local Certificate
1,449,PKI Failure: Cannot allocate memory
1,455,PKI Failure: Certificates ID does not match this SonicWALL
1,458,PKI Failure: Duplicate local certificate
1,457,PKI Failure: Duplicate local certificate name
1,451,PKI Failure: Import failed
1,454,PKI Failure: Improper file format. Please select PKCS#12 (*.p12) file
1,452,PKI Failure: Incorrect admin password
1,460,PKI Failure: Internal error
1,469,PKI Failure: Loaded but could not verify certificate
1,470,PKI Failure: Loaded the certificate but could not verify its chain
1,459,PKI Failure: No CA certificates yet loaded
1,448,PKI Failure: Output buffer too small
1,456,PKI Failure: public-private key mismatch
1,450,PKI Failure: Reached the limit for local certificates cant load any more
1,461,PKI Failure: Temporary memory shortage try again
1,464,PKI Failure: The certificate chain has no root
1,462,PKI Failure: The certificate chain is circular
1,463,PKI Failure: The certificate chain is incomplete
1,468,PKI Failure: The certificate or a certificate in the chain has a bad signature
1,466,PKI Failure: The certificate or a certificate in the chain has a validity period in the future
1,465,PKI Failure: The certificate or a certificate in the chain has expired
1,467,PKI Failure: The certificate or a certificate in the chain is corrupt
1,570,Please connect interface  to another network to function properly
1,613,Please manually check all system configuration s for correctness of Upgrade
1,347,Port configured to receive IPsec protocol ONLY- drop packet received in the clear
1,1098,Possible DNS rebind attack detected
1,905,Possible FIN Flood on IF 
1,909,Possible FIN Flood on IF  continues
1,907,Possible FIN Flood on IF  has ceased
1,82,Possible port scan detected
1,904,Possible RST Flood on IF 
1,908,Possible RST Flood on IF  continues
1,906,Possible RST Flood on IF  has ceased
1,25,Possible SYN flood attack detected
1,859,Possible SYN flood detected on WAN IF  - switching to connection- proxy mode
1,860,Possible SYN Flood on IF 
1,866,Possible SYN Flood on IF  continues
1,867,Possible SYN Flood on IF  has ceased
